Checkbox,Country/Region,Email,Email Validation,First Name,HubSpot Record ID,Industry,Last Name,Original Email,Phone Number,Street Address,Temporary ID,Training Create Date,country_found,city_found,Known City,Extension
Yes,Limerick,paula_mitchell610770071@hourpy.biz,Valid,Paula,,Poultry;Fish,Mitchell,,+(353)4071 567142,"Durnford  Route, 6838",89931266186,2021-04-05,Ireland,Limerick,True,ext 100
Yes,Dublin,ada_bell1469901533@mafthy.com,Valid,Ada,,Poultry;Fish,Bell,,+(353)4525 215802,"Carol   Vale, 6511",89932086612,2021-09-25,Ireland,Dublin,True,ext 73
Yes,Waterford,gloria_mcnally785232736@dionrab.com,Valid,Gloria,,Bakery products,Mcnally,,+(353)6053 03635,"Wake  Tunnel, 5169",89924828714,2021-09-20,Ireland,Waterford,True,ext 22
Yes,Plymouth,alan_reid299618013@gembat.biz,Valid,Alan,,Dairy products,Reid,,+(44)5775 816473,"Spruce Grove, 4558",89882497115,2021-08-10,England,Plymouth,True,ext 73
Yes,London,nate_talbot614746746@fuliss.net,Valid,Nate,,Meat,Talbot,,+(44)2367 281545,"Hickory Lane Boulevard, 8003",89897092496,2021-06-08,England,London,True,ext 6
Yes,London,alessia_vallory218624216@gmail.com,Valid,Alessia,,Meat,Vallory,,+(44)2813 033646,"Magnolia Alley, 4035",89922443629,2021-09-15,England,London,True,ext 20
Yes,Cork,julianna_davies130654969@famism.biz,Valid,Julianna,,Poultry;Fish,Davies,,+(353)2102 42224,"Cecilia  Vale, 8075",89926039814,2021-09-29,Ireland,Cork,True,ext 40
Yes,Limerick,alessandra_wheeler1645159682@hourpy.biz,Valid,Alessandra,,Milling,Wheeler,,+(353)4461 872242,"Dunton  Hill, 5053",89882990424,2021-03-08,Ireland,Limerick,True,ext 86
Yes,London,bethany_hilton170306783@liret.org,Valid,Bethany,,Poultry;Fish,Hilton,,+(44)5837 68545,"Wake  Road, 5493",89900062898,2021-12-24,England,London,True,ext 4
Yes,Winchester,naomi_connell1367574547@ovock.tech,Valid,Naomi,,Animal feeds,Connell,,+(44)3754 831368,"Carlton  Drive, 9895",89910465598,2021-03-13,England,Winchester,True,ext 51
Yes,London,roger_vaughan237183130@bretoux.com,Valid,Roger,,Dairy products,Vaughan,,+(44)5612 64160,"Boadicea   Crossroad, 6848",89923977039,2021-05-20,England,London,True,ext 17
Yes,Limerick,michael_whitehouse280549620@supunk.biz,Valid,Michael,,Dairy products,Whitehouse,,+(353)6412 28148,"Vincent  Drive, 1628",89924010146,2021-08-31,Ireland,Limerick,True,ext 36
Yes,Milton Keynes,abdul_oakley909136497@famism.biz,Valid,Abdul,,Poultry;Fish,Oakley,,+(44)5246 366705,"Champion  Rue, 2433",89925160059,2021-01-21,England,Milton Keynes,True,ext 49
Yes,Waterford,melody_stevens1336944067@guentu.biz,Valid,Melody,,Animal feeds,Stevens,,+(353)8165 128867,"Kinglake  Crossroad, 3024",89925826740,2021-03-10,Ireland,Waterford,True,ext 45
Yes,London,rufus_roth426537683@acrit.org,Valid,Rufus,,Meat,Roth,,+(44)1261 765254,"Dunstans  Grove, 6712",89881198480,2021-05-09,England,London,True,ext 97
Yes,Cork,abdul_mason883847521@corti.com,Valid,Abdul,,Bakery products,Mason,,+(353)4818 074063,"Beechen  Route, 7347",89919436328,2021-06-07,Ireland,Cork,True,ext 80
Yes,England,tiffany_reyes206273269@qater.org,Valid,Tiffany,,Fruit;Vegetables,Reyes,,+(44)7180 323205,"Aylward   Street, 1824",89924844191,2021-01-23,England,,False,ext 58
Yes,Plymouth,lana_mcgee1036394914@tonsy.org,Valid,Lana,,Milling,Mcgee,,+(44)7805 758883,"Apothecary   Crossroad, 1841",89925150243,2021-11-14,England,Plymouth,True,ext 22
Yes,London,adela_addis1886571220@corti.com,Valid,Adela,,Milling,Addis,,+(44)8158 811120,"Union  Rue, 8116",89922060554,2021-10-31,England,London,True,ext 56
Yes,Ireland,taylor_knight942278773@tonsy.org,Valid,Taylor,,Milling,Knight,,+(353)2308 664484,"Jackson Grove, 52",89922836884,2021-12-01,Ireland,,False,ext 37
Yes,Cork,john_lowe829297765@nanoff.biz,Valid,John,,Poultry;Fish,Lowe,,+(353)1884 112380,"College  Road, 2717",89923805497,2021-07-28,Ireland,Cork,True,ext 9
Yes,Limerick,william_wallace199507373@twipet.com,Valid,William,,Dairy products,Wallace,,+(353)3508 405463,"Elystan  Walk, 7561",89923927820,2021-07-11,Ireland,Limerick,True,ext 28
Yes,Dublin,scarlett_attwood205305585@nimogy.biz,Valid,Scarlett,,Fruit;Vegetables,Attwood,,+(353)1251 568751,"Adams  Way, 8068",89923962234,2021-07-21,Ireland,Dublin,True,ext 63
Yes,London,danny_parker1856782203@bretoux.com,Valid,Danny,,Dairy products,Parker,,+(44)8544 65738,"Longman   Lane, 8380",89924115465,2021-10-22,England,London,True,ext 9
Yes,Waterford,agnes_walsh1630841960@yahoo.com,Valid,Agnes,,Dairy products,Walsh,,+(353)1750 721405,"Tisbury  Rue, 1792",89925695046,2021-11-01,Ireland,Waterford,True,ext 51
Yes,Plymouth,oliver_john1708236897@deons.tech,Valid,Oliver,,Bakery products,John,,+(44)7786 473685,"Cam  Alley, 1946",89926071622,2021-08-31,England,Plymouth,True,ext 84
Yes,Ireland,claire_hamilton901584681@typill.biz,Valid,Claire,,Meat,Hamilton,,+(353)2671 267326,"Udall   Avenue, 2233",89931319133,2021-07-02,Ireland,,False,ext 6
Yes,Ireland,jane_rivers1048742424@nickia.com,Valid,Jane,,Bakery products,Rivers,,+(353)8577 451432,"Thurloe   Rue, 3037",89931952499,2021-10-04,Ireland,,False,ext 91
Yes,Dublin,eduardo_chester1665877651@extex.org,Valid,Eduardo,,Dairy products,Chester,,+(353)5025 821135,"Sheffield Alley, 3264",89917963628,2021-03-25,Ireland,Dublin,True,ext 83
Yes,London,aleksandra_west513222080@deavo.com,Valid,Aleksandra,,Poultry;Fish,West,,+(44)1627 27710,"Ernest  Alley, 1062",89926071624,2021-03-20,England,London,True,ext 31
Yes,Ireland,abdul_randall893296625@liret.org,Valid,Abdul,,Dairy products,Randall,,+(353)7437 760716,"Vine  Walk, 9162",89929358095,2021-03-03,Ireland,,False,ext 24
Yes,Plymouth,agnes_cox383717903@bungar.biz,Valid,Agnes,,Meat,Cox,,+(44)1265 221516,"Pine Boulevard, 217",89931266184,2021-03-03,England,Plymouth,True,ext 53
Yes,London,caleb_hope60267135@ovock.tech,Valid,Caleb,,Meat,Hope,,+(44)6022 064476,"Rosewood Rue, 7116",89897092497,2021-05-23,England,London,True,ext 58
Yes,London,david_larsen2083910569@womeona.net,Valid,David,,Dairy products,Larsen,,+(44)6431 785207,"Rosewood Route, 7652",89922822061,2021-02-24,England,London,True,ext 67
Yes,Cork,doug_webster1382823351@iatim.tech,Valid,Doug,,Fruit;Vegetables,Webster,,+(353)1336 686635,"South Drive, 2061",89923447090,2021-08-25,Ireland,Cork,True,ext 66
Yes,Plymouth,harvey_roman1878870392@naiker.biz,Valid,Harvey,,Milling,Roman,,+(44)4741 362022,"Bempton   Tunnel, 1015",89923927821,2021-09-25,England,Plymouth,True,ext 86
Yes,Limerick,alexander_roscoe753006967@joiniaa.com,Valid,Alexander,,Milling,Roscoe,,+(353)1740 132258,"Biggerstaff   Street, 4024",89923962235,2021-10-08,Ireland,Limerick,True,ext 22
Yes,Winchester,nicole_dempsey1178136402@muall.tech,Valid,Nicole,,Dairy products,Dempsey,,+(44)2807 744452,"Blean   Drive, 3106",89924844192,2021-03-21,England,Winchester,True,ext 44
Yes,Oxford,anthony_gibson1061370378@deons.tech,Valid,Anthony,,Dairy products,Gibson,,+(44)1365 413034,"Rosewood Grove, 5732",89925020834,2021-11-12,England,Oxford,True,ext 88
Yes,Limerick,,No Email,Ramon,,Animal feeds,Preston,,+(353)4308 156553,"Cato   Tunnel, 8025",89930411286,2021-12-14,Ireland,Limerick,True,ext 81
Yes,Winchester,alessandra_wheeler1278480487@naiker.biz,Valid,Alessandra,,Poultry;Fish,Wheeler,,+(44)1306 462666,"Queen Tunnel, 6372",89931877288,2021-05-24,England,Winchester,True,ext 95
Yes,Limerick,karen_carpenter1568107511@irrepsy.com,Valid,Karen,,Milling,Carpenter,,+(353)5754 357156,"Meadow Road, 7358",89932055572,2021-04-24,Ireland,Limerick,True,ext 20
Yes,Plymouth,jayden_rowan1172643646@gembat.biz,Valid,Jayden,,Dairy products,Rowan,,+(44)8281 740713,"Angel  Street, 6131",89882497116,2021-01-10,England,Plymouth,True,ext 92
Yes,Plymouth,cara_dann1746030870@elnee.tech,Valid,Cara,,Bakery products,Dann,,+(44)6014 202215,"Champion  Route, 6789",89901150579,2021-05-29,England,Plymouth,True,ext 43
Yes,Ireland,alexa_michael1098069327@corti.com,Valid,Alexa,,Fruit;Vegetables,Michael,,+(353)2062 785447,"Collins  Drive, 9684",89923912626,2021-12-18,Ireland,,False,ext 30
Yes,Milton Keynes,lillian_graves1521455175@acrit.org,Valid,Lillian,,Animal feeds,Graves,,+(44)6705 381256,"Ben   Avenue, 1996",89923942481,2021-06-02,England,Milton Keynes,True,ext 28
Yes,Cork,hazel_crawley383802891@bauros.biz,Valid,Hazel,,Bakery products,Crawley,,+(353)2740 677042,"Arline    Drive, 1773",89924010147,2021-08-02,Ireland,Cork,True,ext 61
Yes,Dublin,barney_owens681506352@vetan.org,Valid,Barney,,Bakery products,Owens,,+(353)7633 840245,"Chestnut Rise Vale, 2213",89926296083,2021-11-05,Ireland,Dublin,True,ext 51
Yes,Waterford,alex_collins643265885@guentu.biz,Valid,Alex,,Bakery products,Collins,,+(353)1486 466757,"Betton  Grove, 2289",89932055573,2021-06-26,Ireland,Waterford,True,ext 80
Yes,Waterford,zoe_wallace901459604@sveldo.biz,Valid,Zoe,,Poultry;Fish,Wallace,,+(353)7385 000772,"Bermondsey    Drive, 6035",89924010148,2021-05-29,Ireland,Waterford,True,ext 38
Yes,Waterford,angelica_mccormick2031778220@eirey.tech,Valid,Angelica,,Animal feeds,Mccormick,,+(353)7446 053371,"Bendmore  Street, 737",89925130270,2021-04-24,Ireland,Waterford,True,ext 96
Yes,Limerick,jaylene_heaton769705377@nimogy.biz,Valid,Jaylene,,Dairy products,Heaton,,+(353)8882 32311,"Longman   Road, 503",89930396246,2021-10-09,Ireland,Limerick,True,ext 87
Yes,London,hailey_farrell934796609@brety.org,Valid,Hailey,,Bakery products,Farrell,,+(44)6747 016018,"Howard Crossroad, 9998",89922822062,2021-12-04,England,London,True,ext 70
Yes,Plymouth,melanie_baker332403807@atink.com,Valid,Melanie,,Animal feeds,Baker,,+(44)4082 551126,"Abbotswell  Pass, 5503",89923805498,2021-12-23,England,Plymouth,True,ext 75
Yes,Milton Keynes,,No Email,Clint,,Milling,Yard,,+(44)7204 236315,"King Crossroad, 9133",89925160060,2021-05-11,England,Milton Keynes,True,ext 17
Yes,Oxford,alexander_shields491661478@gompie.com,Valid,Alexander,,Dairy products,Shields,,+(44)6051 620050,"Underwood  Avenue, 8384",89930378607,2021-07-11,England,Oxford,True,ext 16
Yes,Plymouth,abdul_fox1778689671@tonsy.org,Valid,Abdul,,Animal feeds,Fox,,+(44)1753 441164,"Timothy  Lane, 9113",89931282303,2021-03-16,England,Plymouth,True,ext 33
Yes,,,No Email,Leroy,,Milling,Dwyer,,,"Black Friars   Tunnel, 5682",89931861363,2021-12-28,,,False,
Yes,England,abdul_keys969174867@fuliss.net,Valid,Abdul,,Dairy products,Keys,,+(44)6740 307150,"English   Lane, 549",89892117625,2021-12-13,England,,False,ext 39
Yes,Ireland,samantha_kennedy1152787218@naiker.biz,Valid,Samantha,,Dairy products,Kennedy,,+(353)1353 058522,"Hickory Lane Hill, 9629",89900062899,2021-04-26,Ireland,,False,ext 19
Yes,Cork,angel_pope1484295995@nanoff.biz,Valid,Angel,,Dairy products,Pope,,+(353)5545 731616,"Belmore  Walk, 6781",89925826741,2021-04-21,Ireland,Cork,True,ext 78
Yes,England,brad_sherwood859880166@ubusive.com,Valid,Brad,,Fruit;Vegetables,Sherwood,,+(44)3806 155112,"Empress  Crossroad, 1362",89929063082,2021-12-20,England,,False,ext 77
Yes,Limerick,madelyn_fleming203806559@famism.biz,Valid,Madelyn,,Animal feeds,Fleming,,+(353)6138 410185,"Westcott  Avenue, 5000",89929539241,2021-11-28,Ireland,Limerick,True,ext 7
Yes,Winchester,,No Email,Mason,,Meat,Redfern,,+(44)3073 480524,"Clarges   Avenue, 4558",89929961555,2021-10-27,England,Winchester,True,ext 10
Yes,England,adalind_norman1985722433@bulaffy.com,Valid,Adalind,,Milling,Norman,,+(44)1460 453758,"Kilner   Tunnel, 13",89931266187,2021-12-29,England,,False,ext 82
Yes,Oxford,gwenyth_anderson491777972@irrepsy.com,Valid,Gwenyth,,Poultry;Fish,Anderson,,+(44)5755 251023,"Champion  Street, 2116",89932102027,2021-05-15,England,Oxford,True,ext 58
Yes,Dublin,willow_duvall1930165101@iatim.tech,Valid,Willow,,Poultry;Fish,Duvall,,+(353)7634 182608,"Apothecary   Street, 4860",89897092498,2021-11-19,Ireland,Dublin,True,ext 96
Yes,London,barry_mcleod1536900268@infotech44.tech,Valid,Barry,,Dairy products,Mcleod,,+(44)3885 542242,"Blore  Way, 3974",89902964804,2021-08-15,England,London,True,ext 53
Yes,Ireland,alexia_parker1344967645@bungar.biz,Valid,Alexia,,Poultry;Fish,Parker,,+(353)8615 350183,"Westbourne Drive, 7233",89922836885,2021-04-18,Ireland,,False,ext 8
Yes,Ireland,abdul_stewart1073057390@twipet.com,Valid,Abdul,,Dairy products,Stewart,,+(353)4834 264516,"Balfe   Crossroad, 2749",89924714017,2021-07-06,Ireland,,False,ext 14
Yes,London,anthony_mason504555562@sveldo.biz,Valid,Anthony,,Meat,Mason,,+(44)7126 620165,"Waldram Park  Route, 3461",89925020835,2021-02-12,England,London,True,ext 84
Yes,Dublin,zoe_jackson621011117@bauros.biz,Valid,Zoe,,Bakery products,Jackson,,+(353)6770 631020,"Balfe   Boulevard, 9646",89925035412,2021-10-12,Ireland,Dublin,True,ext 4
Yes,England,oliver_brennan1491556033@bungar.biz,Valid,Oliver,,Poultry;Fish,Brennan,,+(44)7670 573387,"Arctic   Grove, 6960",89926039815,2021-11-13,England,,False,ext 61
Yes,Limerick,rocco_murphy2080083727@tonsy.org,Valid,Rocco,,Bakery products,Murphy,,+(353)2637 503058,"Heritage Lane, 1417",89926296084,2021-03-18,Ireland,Limerick,True,ext 85
Yes,Plymouth,george_eaton198693993@joiniaa.com,Valid,George,,Milling,Eaton,,+(44)3654 108307,"Cave   Walk, 429",89931035500,2021-03-26,England,Plymouth,True,ext 62
Yes,Plymouth,rocco_squire1004747268@yahoo.com,Valid,Rocco,,Meat,Squire,,+(44)1658 464077,"Heritage Walk, 4620",89931266185,2021-10-08,England,Plymouth,True,ext 96
Yes,Ireland,maxwell_farrant855432165@atink.com,Valid,Maxwell,,Dairy products,Farrant,,+(353)1670 148300,"St. Johs  Alley, 1735",89931861364,2021-06-27,Ireland,,False,ext 61
Yes,England,adina_robinson934425231@sheye.org,Valid,Adina,,Milling,Robinson,,+(44)4721 156127,"Linda Lane Walk, 7575",89931952500,2021-08-27,England,,False,ext 74
Yes,Cork,freya_roman2090753618@cispeto.com,Valid,Freya,,Milling,Roman,,+(353)7867 365506,"Paris   Walk, 1513",89915204241,2021-12-12,Ireland,Cork,True,ext 35
Yes,London,alexa_simpson123759512@cispeto.com,Valid,Alexa,,Meat,Simpson,,+(44)1061 521724,"Burton  Boulevard, 6306",89917963629,2021-10-23,England,London,True,ext 87
Yes,London,alexa_miller705703752@sheye.org,Valid,Alexa,,Bakery products,Miller,,+(44)4453 706665,"Bendmore  Grove, 9249",89921852487,2021-10-04,England,London,True,ext 26
Yes,Winchester,anthony_griffiths2030285208@nanoff.biz,Valid,Anthony,,Meat,Griffiths,,+(44)4813 031155,"Marina  Walk, 4037",89923178837,2021-09-15,England,Winchester,True,ext 74
Yes,Cork,alex_hope1503719014@acrit.org,Valid,Alex,,Dairy products,Hope,,+(353)7532 674744,"Canal  Route, 4125",89923912625,2021-10-29,Ireland,Cork,True,ext 37
Yes,Cork,abdul_stewart945145331@deavo.com,Valid,Abdul,,Poultry;Fish,Stewart,,+(353)3525 007726,"Cave   Hill, 7549",89923927822,2021-02-24,Ireland,Cork,True,ext 20
Yes,Cork,payton_warner1668446349@jiman.org,Valid,Payton,,Meat,Warner,,+(353)4083 147641,"Blackheath   Vale, 2908",89924010149,2021-09-28,Ireland,Cork,True,ext 44
,Milton Keynes,cedrick_devonport1702414437@gembat.biz,Valid,Cedrick,,Bakery products,Devonport,,+(44)4844 272334,"Coborn  Alley, 8178",89931827010,2021-01-28,England,Milton Keynes,True,ext 19
Yes,Dublin,abdul_morgan12839057@gembat.biz,Valid,Abdul,,Bakery products,Morgan,,+(353)1240 467061,"Balham   Crossroad, 4709",89931861365,2021-06-20,Ireland,Dublin,True,ext 1
Yes,Milton Keynes,winnie_harvey244452844@bretoux.com,Valid,Winnie,,Bakery products,Harvey,,+(44)4415 138421,"Dutton   Vale, 2912",89932071313,2021-07-19,England,Milton Keynes,True,ext 95
Yes,Limerick,colleen_booth721224294@hourpy.biz,Valid,Colleen,,Fruit;Vegetables,Booth,,+(353)1884 842072,"Carolina  Route, 703",89900742226,2021-01-24,Ireland,Limerick,True,ext 5
Yes,Dublin,angel_ramsey827470548@muall.tech,Valid,Angel,,Poultry;Fish,Ramsey,,+(353)3450 075002,"Woodland Vale, 4754",89903791022,2021-03-09,Ireland,Dublin,True,ext 65
Yes,Waterford,colleen_stark1778709101@grannar.com,Valid,Colleen,,Dairy products,Stark,,+(353)6233 838368,"Biggerstaff   Boulevard, 4965",89909954641,2021-05-06,Ireland,Waterford,True,ext 60
Yes,Dublin,rosalyn_shields2025748369@grannar.com,Valid,Rosalyn,,Dairy products,Shields,,+(353)7462 648022,"Waite  Lane, 1369",89923447091,2021-03-13,Ireland,Dublin,True,ext 32
Yes,Winchester,dakota_bayliss809179846@cispeto.com,Valid,Dakota,,Fruit;Vegetables,Bayliss,,+(44)8445 116351,"Church Way, 3015",89923447092,2021-12-01,England,Winchester,True,ext 89
Yes,Dublin,sage_miller470945392@iatim.tech,Valid,Sage,,Bakery products,Miller,,+(353)1461 834215,"Blomfield  Road, 8583",89925710932,2021-10-24,Ireland,Dublin,True,ext 93
Yes,London,liam_nicholls1344656246@liret.org,Valid,Liam,,Meat,Nicholls,,+(44)5552 265643,"Linden Drive, 3601",89929492330,2021-04-08,England,London,True,ext 33
Yes,Ireland,ally_smith600500464@womeona.net,Valid,Ally,,Fruit;Vegetables,Smith,,+(353)2708 308184,"Clifton  Pass, 5216",89929944216,2021-11-22,Ireland,,False,ext 13
Yes,Waterford,denis_widdows1846097151@iatim.tech,Valid,Denis,,Poultry;Fish,Widdows,,+(353)3526 128216,"Littlebury  Road, 9105",89930378606,2021-04-08,Ireland,Waterford,True,ext 31
Yes,Plymouth,goldie_rosenbloom614049857@corti.com,Valid,Goldie,,Milling,Rosenbloom,,+(44)1258 240520,"Addison  Avenue, 1679",89931250208,2021-11-29,England,Plymouth,True,ext 38
Yes,England,aiden_hope1270128896@kideod.biz,Valid,Aiden,,Milling,Hope,,+(44)1121 762622,"Chelsea Manor  Boulevard, 3151",89931319135,2021-01-06,England,,False,ext 89
Yes,Oxford,alexander_robertson1861914464@brety.org,Valid,Alexander,,Fruit;Vegetables,Robertson,,+(44)7827 738076,"Gathorne   Road, 9181",89881198481,2021-04-16,England,Oxford,True,ext 13
Yes,London,alexander_goldsmith1530332048@sveldo.biz,Valid,Alexander,,Milling,Goldsmith,,+(44)3756 758062,"Gathorne   Boulevard, 1287",89911820589,2021-07-15,England,London,True,ext 85
Yes,Cork,tom_pearson1515247669@kideod.biz,Valid,Tom,,Fruit;Vegetables,Pearson,,+(353)1864 337637,"Timothy  Pass, 1110",89922060555,2021-12-20,Ireland,Cork,True,ext 3
Yes,London,isla_addis1758931831@guentu.biz,Valid,Isla,,Fruit;Vegetables,Addis,,+(44)4200 828582,"Fawn Grove, 5652",89922872733,2021-02-05,England,London,True,ext 91
Yes,Waterford,andrea_rehman1098778038@sheye.org,Valid,Andrea,,Meat,Rehman,,+(353)6370 460574,"Sundown Rue, 4365",89922888824,2021-04-20,Ireland,Waterford,True,ext 55
Yes,Waterford,alex_morris1648017932@elnee.tech,Valid,Alex,,Animal feeds,Morris,,+(353)5887 624864,"Elba  Alley, 3874",89923821134,2021-07-15,Ireland,Waterford,True,ext 76
Yes,Limerick,alexander_gordon126335321@supunk.biz,Valid,Alexander,,Meat,Gordon,,+(353)3630 827584,"Birkbeck  Crossroad, 9984",89923977040,2021-03-20,Ireland,Limerick,True,ext 21
Yes,,,No Email,Leroy,,Animal feeds,Harris,,,"Elizabeth  Walk, 8595",89929187410,2021-10-08,,,False,
Yes,Winchester,benjamin_cooper91116371@zorer.org,Valid,Benjamin,,Dairy products,Cooper,,+(44)1703 217483,"Sundown Vale, 3495",89929187411,2021-11-04,England,Winchester,True,ext 79
Yes,Limerick,jack_everett1735149811@atink.com,Valid,Jack,,Meat,Everett,,+(353)1862 411640,"Andsell    Crossroad, 8089",89929944215,2021-12-24,Ireland,Limerick,True,ext 26
Yes,England,abdul_wilde78520748@muall.tech,Valid,Abdul,,Poultry;Fish,Wilde,,+(44)8305 713474,"Magnolia Lane, 4737",89929961556,2021-11-10,England,,False,ext 90
Yes,Ireland,mason_ulyatt1133925159@zorer.org,Valid,Mason,,Dairy products,Ulyatt,,+(353)5158 023384,"Thomas Doyle   Alley, 2351",89930396247,2021-09-21,Ireland,,False,ext 6
Yes,Limerick,alexander_briggs185180352@atink.com,Valid,Alexander,,Milling,Briggs,,+(353)6057 805132,"Ensign   Vale, 6990",89930396248,2021-03-07,Ireland,Limerick,True,ext 8
Yes,Limerick,mya_carson203894762@fuliss.net,Valid,Mya,,Bakery products,Carson,,+(353)4825 51144,"Magnolia Way, 2020",89932437428,2021-03-18,Ireland,Limerick,True,ext 10
Yes,Waterford,alan_harrison62194206@qater.org,Valid,Alan,,Fruit;Vegetables,Harrison,,+(353)1503 68877,"Thoresby   Drive, 9654",89882990425,2021-06-04,Ireland,Waterford,True,ext 39
Yes,Waterford,alexa_leslie1757667516@bauros.biz,Valid,Alexa,,Fruit;Vegetables,Leslie,,+(353)1832 046611,"Cedarne  Boulevard, 2028",89897092499,2021-03-03,Ireland,Waterford,True,ext 53
Yes,Waterford,andrea_terry2048067974@irrepsy.com,Valid,Andrea,,Fruit;Vegetables,Terry,,+(353)2663 616843,"Fairfield  Route, 6365",89900742227,2021-12-01,Ireland,Waterford,True,ext 99
Yes,Ireland,elly_yoman1163745437@extex.org,Valid,Elly,,Poultry;Fish,Yoman,,+(353)4631 15416,"Garfield Alley, 2272",89903791023,2021-07-23,Ireland,,False,ext 52
Yes,Limerick,keira_parker1646498082@irrepsy.com,Valid,Keira,,Dairy products,Parker,,+(353)3115 565832,"St. Pauls  Tunnel, 4599",89925992586,2021-10-25,Ireland,Limerick,True,ext 35
Yes,Dublin,angelina_harrington1579181374@bauros.biz,Valid,Angelina,,Fruit;Vegetables,Harrington,,+(353)5650 370720,"Ayres   Hill, 1274",89926071623,2021-06-25,Ireland,Dublin,True,ext 73
Yes,Plymouth,lucy_matthews94860927@guentu.biz,Valid,Lucy,,Milling,Matthews,,+(44)8512 450266,"Camley   Alley, 7039",89882497117,2021-01-03,England,Plymouth,True,ext 4
Yes,Limerick,anthony_reid376780591@nickia.com,Valid,Anthony,,Bakery products,Reid,,+(353)7487 183132,"Magnolia Walk, 7760",89915204242,2021-06-23,Ireland,Limerick,True,ext 32
Yes,England,bryon_lee1263403507@gompie.com,Valid,Bryon,,Dairy products,Lee,,+(44)6720 884300,"Bacton   Hill, 2205",89915204243,2021-09-06,England,,False,ext 19
Yes,Dublin,abdul_fox283273357@joiniaa.com,Valid,Abdul,,Meat,Fox,,+(353)3186 084424,"Arlington  Pass, 1149",89932071310,2021-08-29,Ireland,Dublin,True,ext 76
Yes,Cork,ilona_morris291999311@atink.com,Valid,Ilona,,Dairy products,Morris,,+(353)4837 238650,"Cam  Grove, 3336",89932102028,2021-10-21,Ireland,Cork,True,ext 54
